PID,Date,Group,Group2,Name,Species,Populations,SID,reproduction,TYPE,Unit ,u_mean,u_lower,u_upper,SE,range_low,range_up,Events,Callable,Method,SampleSize,Generations,Sequencing,Tools,Depth,Comments,CITATION,Citation2,Link
2016005,2016,human,primates,human,Homo sapiens,Montreal,2016005_1,sexual,indel,bp/generation,1.807e-9,,,,,,117,,PO,10,,Illumina HiSeq 2500,,30,,"Girard, S. L., Bourassa, C. V., Lemieux Perreault, L. P., Legault, M. A., Barhdadi, A., Ambalavanan, A., ... & Rouleau, G. A. (2016). Paternal age explains a major portion of de novo germline mutation rate variability in healthy individuals. PLoS One, 11(10), e0164212.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056704/
2016005,2016,human,primates,human,Homo sapiens,Montreal,2016005_1,sexual,deletion,bp/generation,1.08e-9,,,,,,70,,PO,10,,Illumina HiSeq 2500,,30,,"Girard, S. L., Bourassa, C. V., Lemieux Perreault, L. P., Legault, M. A., Barhdadi, A., Ambalavanan, A., ... & Rouleau, G. A. (2016). Paternal age explains a major portion of de novo germline mutation rate variability in healthy individuals. PLoS One, 11(10), e0164212.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056704/
2016005,2016,human,primates,human,Homo sapiens,Montreal,2016005_1,sexual,insertion,bp/generation,7.24e-10,,,,,,47,,PO,10,,Illumina HiSeq 2500,,30,,"Girard, S. L., Bourassa, C. V., Lemieux Perreault, L. P., Legault, M. A., Barhdadi, A., Ambalavanan, A., ... & Rouleau, G. A. (2016). Paternal age explains a major portion of de novo germline mutation rate variability in healthy individuals. PLoS One, 11(10), e0164212.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056704/
2016006,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,"Raleigh, NC USA",2016006_1,sexual,snp,bp/generation,5.21e-9,,,,,,1000,,MA,23,60,Illumina HiSeq 2000,,,autosome,"Huang, W., Lyman, R. F., Lyman, R. A., Carbone, M. A., Harbison, S. T., Magwire, M. M., & Mackay, T. F. (2016). Spontaneous mutations and the origin and maintenance of quantitative genetic variation. Elife, 5, e14625.",,https://elifesciences.org/articles/14625
2016006,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,"Raleigh, NC USA",2016006_1,sexual,indel,bp/generation,7.92e-10,,,,,,152,,MA,23,60,Illumina HiSeq 2000,,,autosome,"Huang, W., Lyman, R. F., Lyman, R. A., Carbone, M. A., Harbison, S. T., Magwire, M. M., & Mackay, T. F. (2016). Spontaneous mutations and the origin and maintenance of quantitative genetic variation. Elife, 5, e14625.",,https://elifesciences.org/articles/14625
2016006,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,"Raleigh, NC USA",2016006_1,sexual,deletion,bp/generation,6.10e-10,,,,,,117,,MA,23,60,Illumina HiSeq 2000,,,autosome,"Huang, W., Lyman, R. F., Lyman, R. A., Carbone, M. A., Harbison, S. T., Magwire, M. M., & Mackay, T. F. (2016). Spontaneous mutations and the origin and maintenance of quantitative genetic variation. Elife, 5, e14625.",,https://elifesciences.org/articles/14625
2016006,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,"Raleigh, NC USA",2016006_1,sexual,insertion,bp/generation,1.82e-10,,,,,,35,,MA,23,60,Illumina HiSeq 2000,,,autosome,"Huang, W., Lyman, R. F., Lyman, R. A., Carbone, M. A., Harbison, S. T., Magwire, M. M., & Mackay, T. F. (2016). Spontaneous mutations and the origin and maintenance of quantitative genetic variation. Elife, 5, e14625.",,https://elifesciences.org/articles/14625
2016007,2016,unicellular,others,ciliates ,Tetrahymena thermophila,,2016007_1,asexual,snp,bp/generation,7.61e-12,0.691e-12,14.53e-12,,,,5,,MA,10,1000,Illumina,,,,"Long, H., Winter, D. J., Chang, A. Y. C., Sung, W., Wu, S. H., Balboa, M., ... & Zufall, R. A. (2016). Low base-substitution mutation rate in the germline genome of the ciliate Tetrahymena thermophila. Genome biology and evolution, 8(12), 3629-3639.",,https://academic.oup.com/gbe/article/8/12/3629/2669853
2016008,2016,unicellular,fungi,yeast,Rhodotorula toruloides,,2016008_1,asexual,snp,bp/generation,1.90e-10,1.76e-10,2.04e-10,,,,714,,MA,58,,Illumina HiSeq 2500,,,A cell division is a generation,"Long, H., Behringer, M. G., Williams, E., Te, R., & Lynch, M. (2016). Similar mutation rates but highly diverse mutation spectra in ascomycete and basidiomycete yeasts. Genome biology and evolution, 8(12), 3815-3821.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5521736/
2016008,2016,unicellular,fungi,yeast,Rhodotorula toruloides,,2016008_1,asexual,indel,bp/generation,0.22e-10,,,,,,83,,MA,58,,Illumina HiSeq 2500,,,A cell division is a generation,"Long, H., Behringer, M. G., Williams, E., Te, R., & Lynch, M. (2016). Similar mutation rates but highly diverse mutation spectra in ascomycete and basidiomycete yeasts. Genome biology and evolution, 8(12), 3815-3821.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5521736/
2016008,2016,unicellular,fungi,yeast,Rhodotorula toruloides,,2016008_1,asexual,insertion,bp/generation,0.09e-10,0.06e-10,0.12e-10,,,,33,,MA,58,,Illumina HiSeq 2500,,,A cell division is a generation,"Long, H., Behringer, M. G., Williams, E., Te, R., & Lynch, M. (2016). Similar mutation rates but highly diverse mutation spectra in ascomycete and basidiomycete yeasts. Genome biology and evolution, 8(12), 3815-3821.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5521736/
2016008,2016,unicellular,fungi,yeast,Rhodotorula toruloides,,2016008_1,asexual,deletion,bp/generation,0.13e-10,0.10e-10,0.18e-10,,,,50,,MA,58,,Illumina HiSeq 2500,,,A cell division is a generation,"Long, H., Behringer, M. G., Williams, E., Te, R., & Lynch, M. (2016). Similar mutation rates but highly diverse mutation spectra in ascomycete and basidiomycete yeasts. Genome biology and evolution, 8(12), 3815-3821.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5521736/
2016009,2016,human,primates,human,Homo sapiens,Lithuanian,2016009_1,sexual,snp,bp/generation,2.4e-8,1.96e-8,2.99e-8,,,,84,,PO,48,,, VarSeq,,exome,"Pranckėnienė, L., Jakaitienė, A., Ambrozaitytė, L., Kavaliauskienė, I., & Kučinskas, V. (2018). Insights into de novo mutation variation in Lithuanian exome. Frontiers in genetics, 9, 315.",,https://www.frontiersin.org/articles/10.3389/fgene.2018.00315/full
2016009,2016,human,primates,human,Homo sapiens,Lithuanian,2016009_2,sexual,snp,bp/generation,2.74e-8,2.24e-8,3.35e-8,,,,95,,PO,48,,,VarScan,,exome,"Pranckėnienė, L., Jakaitienė, A., Ambrozaitytė, L., Kavaliauskienė, I., & Kučinskas, V. (2018). Insights into de novo mutation variation in Lithuanian exome. Frontiers in genetics, 9, 315.",,https://www.frontiersin.org/articles/10.3389/fgene.2018.00315/full
2016009,2016,human,primates,human,Homo sapiens,Lithuanian,2016009_2,sexual,indel,bp/generation,1.77e-8,6.03e-9,5.2e-8,,,,,,PO,48,,,VarScan,,exome,"Pranckėnienė, L., Jakaitienė, A., Ambrozaitytė, L., Kavaliauskienė, I., & Kučinskas, V. (2018). Insights into de novo mutation variation in Lithuanian exome. Frontiers in genetics, 9, 315.",,https://www.frontiersin.org/articles/10.3389/fgene.2018.00315/full
2016010,2016,human,primates,human,Homo sapiens,Scottish ,2016010_1,sexual,snp,bp/generation,1.28e-8,1.13e-8,1.43e-8,,,,768,,PO,3,,Illumina ,,24.7,,"Rahbari, R., Wuster, A., Lindsay, S. J., Hardwick, R. J., Alexandrov, L. B., Al Turki, S., ... & Hurles, M. E. (2016). Timing, rates and spectra of human germline mutation. Nature genetics, 48(2), 126-133.",,https://www.nature.com/articles/ng.3469
2016011,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2016011_1,sexual,snp,bp/generation,6.03e-9,5.57e-9,6.50e-9,,,,786,,MA,112,52,Illumina ,,60,,"Sharp, N. P., & Agrawal, A. F. (2016). Low genetic quality alters key dimensions of the mutational spectrum. PLoS biology, 14(3), e1002419.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002419
2016011,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2016011_1,sexual,indel,bp/generation,3.378e-10,,,,,,49,,MA,112,52,Illumina ,,60,,"Sharp, N. P., & Agrawal, A. F. (2016). Low genetic quality alters key dimensions of the mutational spectrum. PLoS biology, 14(3), e1002419.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002419
2016011,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2016011_1,sexual,deletion,bp/generation,2.55e-10,,,,,,37,,MA,112,52,Illumina ,,60,,"Sharp, N. P., & Agrawal, A. F. (2016). Low genetic quality alters key dimensions of the mutational spectrum. PLoS biology, 14(3), e1002419.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002419
2016011,2016,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2016011_1,sexual,insertion,bp/generation,8.28e-11,,,,,,12,,MA,112,52,Illumina ,,60,,"Sharp, N. P., & Agrawal, A. F. (2016). Low genetic quality alters key dimensions of the mutational spectrum. PLoS biology, 14(3), e1002419.",,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002419
2016012,2016,birds,birds,flycatcher,Ficedula albicollis,"Öland, Sweden",2016012_1,sexual,snp,bp/generation,4.6e-9,3.4e-9,5.9e-9,,,,55,,PO,11,,Illumina ,,42,,"Smeds, L., Qvarnström, A., & Ellegren, H. (2016). Direct estimate of the rate of germline mutation in a bird. Genome research, 26(9), 1211-1218.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052036
2016013,2016,human,primates,human,Homo sapiens,,2016013_1,sexual,snp,bp/generation,1.05e-8,,,,,,26939,,PO,693,,Illumina ,,60,,"Wong, W. S., Solomon, B. D., Bodian, D. L., Kothiyal, P., Eley, G., Huddleston, K. C., ... & Niederhuber, J. E. (2016). New observations on maternal age effect on germline de novo mutations. Nature communications, 7(1), 1-10.",,https://www.nature.com/articles/ncomms10486
2016014,2016,plants,plants,peach,Prunus persica,,2016014_1,sexual,snp,bp/generation,8.16e-9,6.61e-9,9.96e-9,,,,240,,PO,,,Illumina HiSeq 4000,,40,,"Xie, Z., Wang, L., Wang, L., Wang, Z., Lu, Z., Tian, D., ... & Hurst, L. D. (2016). Mutation rate analysis via parent–progeny sequencing of the perennial peach. I. A low rate in woody perennials and a higher mutagenicity in hybrids. Proceedings of the Royal Society B: Biological Sciences, 283(1841), 20161016.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5095371/
2016014,2016,plants,plants,peach,Prunus persica,,2016014_1,sexual,indel,bp/generation,1.53e-9,,,,,,46,,PO,,,Illumina HiSeq 4000,,40,,"Xie, Z., Wang, L., Wang, L., Wang, Z., Lu, Z., Tian, D., ... & Hurst, L. D. (2016). Mutation rate analysis via parent–progeny sequencing of the perennial peach. I. A low rate in woody perennials and a higher mutagenicity in hybrids. Proceedings of the Royal Society B: Biological Sciences, 283(1841), 20161016.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5095371/
2016014,2016,plants,plants,peach,Prunus persica,,2016014_1,sexual,deletion,bp/generation,6.32e-10,,,,,,19,,PO,,,Illumina HiSeq 4000,,40,,"Xie, Z., Wang, L., Wang, L., Wang, Z., Lu, Z., Tian, D., ... & Hurst, L. D. (2016). Mutation rate analysis via parent–progeny sequencing of the perennial peach. I. A low rate in woody perennials and a higher mutagenicity in hybrids. Proceedings of the Royal Society B: Biological Sciences, 283(1841), 20161016.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5095371/
2016014,2016,plants,plants,peach,Prunus persica,,2016014_1,sexual,insertion,bp/generation,8.98e-10,,,,,,27,,PO,,,Illumina HiSeq 4000,,40,,"Xie, Z., Wang, L., Wang, L., Wang, Z., Lu, Z., Tian, D., ... & Hurst, L. D. (2016). Mutation rate analysis via parent–progeny sequencing of the perennial peach. I. A low rate in woody perennials and a higher mutagenicity in hybrids. Proceedings of the Royal Society B: Biological Sciences, 283(1841), 20161016.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5095371/
2017001,2017,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,DGRP RAL-765,2017001_1,sexual,snp,bp/generation,4.9e-9,4.4e-9,5.5e-9,,,,325,,MA,17,,Illumina HiSeq 2000,,,,"Assaf, Z. J., Tilk, S., Park, J., Siegal, M. L., & Petrov, D. A. (2017). Deep sequencing of natural and experimental populations of Drosophila melanogaster reveals biases in the spectrum of new mutations. Genome research, 27(12), 1988-2000.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5741049/
2017003,2017,mammals,mammals,cattle,Bos taurus,,2017003_1,sexual,snp,bp/generation,1.17e-8,,,,,,220,,PO,4,,Illumina HiSeq 2000,,,,"Harland, C., Charlier, C., Karim, L., Cambisano, N., Deckers, M., Mni, M., ... & Georges, M. (2017). Frequency of mosaicism points towards mutation-prone early cleavage cell divisions in cattle. BioRxiv, 079863.",,
2017003,2017,mammals,mammals,cattle,Bos taurus,,2017003_1,sexual,indel,bp/generation,9.04e-10,,,,,,17,,PO,4,,Illumina HiSeq 2000,,,,"Harland, C., Charlier, C., Karim, L., Cambisano, N., Deckers, M., Mni, M., ... & Georges, M. (2017). Frequency of mosaicism points towards mutation-prone early cleavage cell divisions in cattle. BioRxiv, 079863.",,https://www.biorxiv.org/content/10.1101/079863v2.full
2017003,2017,mammals,mammals,cattle,Bos taurus,,2017003_1,sexual,deletion,bp/generation,6.38e-10,,,,,,12,,PO,4,,Illumina HiSeq 2000,,,,"Harland, C., Charlier, C., Karim, L., Cambisano, N., Deckers, M., Mni, M., ... & Georges, M. (2017). Frequency of mosaicism points towards mutation-prone early cleavage cell divisions in cattle. BioRxiv, 079863.",,https://www.biorxiv.org/content/10.1101/079863v2.full
2017003,2017,mammals,mammals,cattle,Bos taurus,,2017003_1,sexual,insertion,bp/generation,2.66e-10,,,,,,5,,PO,4,,Illumina HiSeq 2000,,,,"Harland, C., Charlier, C., Karim, L., Cambisano, N., Deckers, M., Mni, M., ... & Georges, M. (2017). Frequency of mosaicism points towards mutation-prone early cleavage cell divisions in cattle. BioRxiv, 079863.",,https://www.biorxiv.org/content/10.1101/079863v2.full
2017004,2017,fish,fish,atlantic herring,Clupea harengus,,2017004_1,sexual,snp,bp/generation,2.0e-9,1.1e-9,2.9e-9,,,,19,,PO,2,,Illumina HiSeq2500,,47–71,,"Feng, C., Pettersson, M., Lamichhaney, S., Rubin, C. J., Rafati, N., Casini, M., ... & Andersson, L. (2017). Moderate nucleotide diversity in the Atlantic herring is associated with a low mutation rate. Elife, 6, e23907.",,https://elifesciences.org/articles/23907
2017005,2017,arthropods  ,arthropods  ,water flea,Daphnia pulex,"Windsor, ON, Canada",2017005_1,asexual,snp,bp/generation,2.30e-9,1.90e-9,2.70e-9,,,,447,,MA,,82,Illumina ,,35,,"Flynn, J. M., Chain, F. J., Schoen, D. J., & Cristescu, M. E. (2017). Spontaneous mutation accumulation in Daphnia pulex in selection-free vs. competitive environments. Molecular Biology and Evolution, 34(1), 160-173.",,https://academic.oup.com/mbe/article/34/1/160/2666018?login=true
2017006,2017,human,primates,human,Homo sapiens,Iceland,2017006_1,sexual,snp,bp/generation,1.29e-8,,,,,,98857,,PO,1548,,Illumina ,,,autosome,"Jónsson, H., Sulem, P., Kehr, B., Kristmundsdottir, S., Zink, F., Hjartarson, E., ... & Stefansson, K. (2017). Parental influence on human germline de novo mutations in 1,548 trios from Iceland. Nature, 549(7673), 519-522.",,https://www.nature.com/articles/nature24018
2017006,2017,human,primates,human,Homo sapiens,Iceland,2017006_1,sexual,indel,bp/generation,9.43e-10,,,,,,7222,,PO,1548,,Illumina ,,,autosome,"Jónsson, H., Sulem, P., Kehr, B., Kristmundsdottir, S., Zink, F., Hjartarson, E., ... & Stefansson, K. (2017). Parental influence on human germline de novo mutations in 1,548 trios from Iceland. Nature, 549(7673), 519-522.",,https://www.nature.com/articles/nature24018
2017006,2017,human,primates,human,Homo sapiens,Iceland,2017006_1,sexual,deletion,bp/generation,6.78e-10,,,,,,5197,,PO,1548,,Illumina ,,,autosome,"Jónsson, H., Sulem, P., Kehr, B., Kristmundsdottir, S., Zink, F., Hjartarson, E., ... & Stefansson, K. (2017). Parental influence on human germline de novo mutations in 1,548 trios from Iceland. Nature, 549(7673), 519-522.",,https://www.nature.com/articles/nature24018
2017006,2017,human,primates,human,Homo sapiens,Iceland,2017006_1,sexual,insertion,bp/generation,2.64e-10,,,,,,2025,,PO,1548,,Illumina ,,,autosome,"Jónsson, H., Sulem, P., Kehr, B., Kristmundsdottir, S., Zink, F., Hjartarson, E., ... & Stefansson, K. (2017). Parental influence on human germline de novo mutations in 1,548 trios from Iceland. Nature, 549(7673), 519-522.",,https://www.nature.com/articles/nature24018
2017007,2017,unicellular,others,algae,Ostreococcus tauri,,2017007_1,asexual,snp,bp/generation,4.19e-10,3.38e-10,5.10e-10,,,,91,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus tauri,,2017007_1,asexual,indel,bp/generation,5.98e-11,,,,,,13,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus tauri,,2017007_1,asexual,deletion,bp/generation,3.68e-11,,,,,,8,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus tauri,,2017007_1,asexual,insertion,bp/generation,2.30e-11,,,,,,5,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus mediterraneus,,2017007_2,asexual,snp,bp/generation,4.92e-10,3.77e-10,6.42e-10,,,,54,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus mediterraneus,,2017007_2,asexual,indel,bp/generation,1.002e-10,,,,,,11,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus mediterraneus,,2017007_2,asexual,deletion,bp/generation,7.29e-11,,,,,,8,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
2017007,2017,unicellular,others,algae,Ostreococcus mediterraneus,,2017007_2,asexual,insertion,bp/generation,2.73e-11,,,,,,3,,MA,1,150,Illumina ,,,,"Krasovec, M., Eyre-Walker, A., Sanchez-Ferandin, S., & Piganeau, G. (2017). Spontaneous mutation rate in the smallest photosynthetic eukaryotes. Molecular biology and evolution, 34(7), 1770-1779.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5455958/
